rank,tensor,expert_idx,role,layer,expert_bytes,rows,bytes,prompts,source_rows,source_bytes,jobs_hist
247,blk.11.ffn_gate_exps.weight,288,gate,11,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 3, ""5"": 1, ""6"": 4, ""7"": 1}"
248,blk.13.ffn_up_exps.weight,31,up,13,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 2, ""5"": 4, ""6"": 1, ""7"": 1, ""8"": 1}"
249,blk.13.ffn_gate_exps.weight,31,gate,13,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 2, ""5"": 4, ""6"": 1, ""7"": 1, ""8"": 1}"
250,blk.17.ffn_up_exps.weight,317,up,17,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 2, ""6"": 2, ""7"": 2, ""8"": 3}"
251,blk.17.ffn_gate_exps.weight,317,gate,17,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 2, ""6"": 2, ""7"": 2, ""8"": 3}"
252,blk.18.ffn_up_exps.weight,25,up,18,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 3, ""6"": 2, ""7"": 3, ""8"": 1}"
253,blk.18.ffn_up_exps.weight,165,up,18,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 2, ""6"": 3, ""7"": 3, ""8"": 1}"
254,blk.18.ffn_gate_exps.weight,25,gate,18,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 3, ""6"": 2, ""7"": 3, ""8"": 1}"
255,blk.18.ffn_gate_exps.weight,165,gate,18,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""5"": 2, ""6"": 3, ""7"": 3, ""8"": 1}"
256,blk.19.ffn_up_exps.weight,93,up,19,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""6"": 1, ""7"": 5, ""8"": 3}"
257,blk.19.ffn_up_exps.weight,331,up,19,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 2}"
258,blk.19.ffn_gate_exps.weight,93,gate,19,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""6"": 1, ""7"": 5, ""8"": 3}"
259,blk.19.ffn_gate_exps.weight,331,gate,19,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 2}"
260,blk.26.ffn_up_exps.weight,233,up,26,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 2, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
261,blk.26.ffn_gate_exps.weight,233,gate,26,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 2, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
262,blk.27.ffn_up_exps.weight,1,up,27,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 3, ""6"": 3, ""7"": 1, ""8"": 1}"
263,blk.27.ffn_up_exps.weight,76,up,27,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 4, ""6"": 2, ""7"": 1, ""8"": 1}"
264,blk.27.ffn_gate_exps.weight,1,gate,27,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 3, ""6"": 3, ""7"": 1, ""8"": 1}"
265,blk.27.ffn_gate_exps.weight,76,gate,27,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 4, ""6"": 2, ""7"": 1, ""8"": 1}"
266,blk.32.ffn_up_exps.weight,306,up,32,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 1, ""6"": 4, ""8"": 3}"
267,blk.32.ffn_up_exps.weight,353,up,32,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 3, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 3}"
268,blk.33.ffn_up_exps.weight,141,up,33,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 2, ""5"": 1, ""6"": 2, ""8"": 4}"
269,blk.35.ffn_up_exps.weight,329,up,35,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""4"": 1, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 2}"
270,blk.10.ffn_up_exps.weight,337,up,10,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 1, ""4"": 1, ""5"": 2, ""6"": 3, ""8"": 2}"
271,blk.10.ffn_gate_exps.weight,337,gate,10,4702208,9,42319872,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 42319872}","{""3"": 1, ""4"": 1, ""5"": 2, ""6"": 3, ""8"": 2}"
272,blk.7.ffn_down_exps.weight,39,down,7,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""5"": 1, ""7"": 2, ""8"": 5}"
273,blk.15.ffn_down_exps.weight,4,down,15,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""4"": 2, ""5"": 2, ""6"": 2, ""8"": 2}"
274,blk.9.ffn_down_exps.weight,167,down,9,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""7"": 3, ""8"": 5}"
275,blk.10.ffn_down_exps.weight,304,down,10,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 3}"
276,blk.15.ffn_down_exps.weight,257,down,15,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""5"": 2, ""6"": 2, ""7"": 1, ""8"": 3}"
277,blk.18.ffn_down_exps.weight,288,down,18,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""4"": 1, ""5"": 5, ""6"": 1, ""8"": 1}"
278,blk.18.ffn_down_exps.weight,247,down,18,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""5"": 1, ""6"": 2, ""7"": 1, ""8"": 4}"
279,blk.8.ffn_down_exps.weight,275,down,8,8257536,8,66060288,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 66060288}","{""3"": 1, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1}"
280,blk.21.ffn_down_exps.weight,330,down,21,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""4"": 2, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 2}"
281,blk.24.ffn_down_exps.weight,153,down,24,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""6"": 1, ""7"": 2, ""8"": 5}"
282,blk.26.ffn_down_exps.weight,108,down,26,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""5"": 2, ""6"": 4, ""8"": 2}"
283,blk.16.ffn_down_exps.weight,280,down,16,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""3"": 1, ""5"": 1, ""6"": 2, ""7"": 2, ""8"": 2}"
284,blk.19.ffn_down_exps.weight,163,down,19,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""6"": 2, ""7"": 1, ""8"": 5}"
285,blk.25.ffn_down_exps.weight,374,down,25,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""6"": 1, ""7"": 3, ""8"": 4}"
286,blk.26.ffn_down_exps.weight,179,down,26,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""6"": 1, ""7"": 3, ""8"": 4}"
287,blk.57.ffn_down_exps.weight,264,down,57,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""2"": 1, ""3"": 2, ""4"": 1, ""6"": 1, ""7"": 2, ""8"": 1}"
288,blk.23.ffn_down_exps.weight,44,down,23,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 2}"
289,blk.24.ffn_down_exps.weight,199,down,24,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""3"": 3, ""4"": 3, ""7"": 1, ""8"": 1}"
290,blk.19.ffn_down_exps.weight,267,down,19,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""3"": 1, ""4"": 3, ""5"": 2, ""7"": 1, ""8"": 1}"
291,blk.21.ffn_down_exps.weight,207,down,21,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""5"": 2, ""6"": 4, ""7"": 2}"
292,blk.23.ffn_down_exps.weight,82,down,23,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""3"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
293,blk.23.ffn_down_exps.weight,127,down,23,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""5"": 2, ""6"": 1, ""7"": 3, ""8"": 2}"
294,blk.4.ffn_down_exps.weight,112,down,4,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""4"": 1, ""6"": 1, ""7"": 4, ""8"": 2}"
295,blk.23.ffn_down_exps.weight,103,down,23,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 2}"
296,blk.16.ffn_down_exps.weight,323,down,16,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""8"": 3}"
297,blk.20.ffn_down_exps.weight,173,down,20,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""3"": 1, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 1}"
298,blk.20.ffn_down_exps.weight,5,down,20,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""4"": 2, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 1}"
299,blk.22.ffn_down_exps.weight,74,down,22,7798784,8,62390272,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 62390272}","{""5"": 2, ""6"": 2, ""7"": 4}"
300,blk.17.ffn_down_exps.weight,114,down,17,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""6"": 2, ""7"": 3, ""8"": 3}"
301,blk.28.ffn_down_exps.weight,177,down,28,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 3}"
302,blk.34.ffn_down_exps.weight,221,down,34,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""4"": 1, ""6"": 2, ""7"": 1, ""8"": 3}"
303,blk.36.ffn_down_exps.weight,47,down,36,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""6"": 1, ""7"": 2, ""8"": 5}"
304,blk.39.ffn_down_exps.weight,84,down,39,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""8"": 4}"
305,blk.42.ffn_down_exps.weight,270,down,42,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""5"": 3, ""6"": 2, ""8"": 2}"
306,blk.46.ffn_down_exps.weight,96,down,46,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""4"": 3, ""5"": 2, ""8"": 2}"
307,blk.50.ffn_down_exps.weight,53,down,50,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 2, ""5"": 2, ""6"": 2, ""8"": 2}"
308,blk.52.ffn_down_exps.weight,33,down,52,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 2, ""6"": 1, ""8"": 5}"
309,blk.56.ffn_down_exps.weight,286,down,56,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""5"": 2, ""6"": 2, ""7"": 2, ""8"": 1}"
310,blk.12.ffn_down_exps.weight,31,down,12,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 1, ""7"": 2, ""8"": 5}"
311,blk.32.ffn_down_exps.weight,27,down,32,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""6"": 3, ""7"": 1, ""8"": 4}"
312,blk.33.ffn_down_exps.weight,172,down,33,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""6"": 3, ""8"": 4}"
313,blk.33.ffn_down_exps.weight,333,down,33,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 1, ""6"": 3, ""8"": 4}"
314,blk.35.ffn_down_exps.weight,64,down,35,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 2, ""6"": 1, ""7"": 3, ""8"": 2}"
315,blk.52.ffn_down_exps.weight,167,down,52,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
316,blk.3.ffn_down_exps.weight,359,down,3,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""5"": 2, ""6"": 2, ""7"": 3}"
317,blk.27.ffn_down_exps.weight,99,down,27,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 2, ""7"": 5, ""8"": 1}"
318,blk.55.ffn_down_exps.weight,28,down,55,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""2"": 1, ""3"": 2, ""5"": 1, ""6"": 2, ""8"": 2}"
319,blk.40.ffn_down_exps.weight,276,down,40,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""4"": 1, ""5"": 4, ""6"": 1, ""7"": 1}"
320,blk.30.ffn_down_exps.weight,324,down,30,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 1, ""6"": 2, ""8"": 5}"
321,blk.33.ffn_down_exps.weight,41,down,33,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""5"": 1, ""6"": 3, ""8"": 4}"
322,blk.38.ffn_down_exps.weight,188,down,38,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 2, ""5"": 1, ""6"": 1, ""8"": 4}"
323,blk.40.ffn_down_exps.weight,285,down,40,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 1}"
324,blk.42.ffn_down_exps.weight,133,down,42,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
325,blk.49.ffn_down_exps.weight,345,down,49,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1, ""8"": 1}"
326,blk.32.ffn_down_exps.weight,21,down,32,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 1, ""5"": 2, ""6"": 4, ""7"": 1}"
327,blk.60.ffn_down_exps.weight,222,down,60,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""4"": 3, ""6"": 5}"
328,blk.40.ffn_down_exps.weight,335,down,40,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""2"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""7"": 2}"
329,blk.14.ffn_down_exps.weight,62,down,14,6307840,8,50462720,"dev_france_regression,dev_intelligence_general","{""0"": 8}","{""0"": 50462720}","{""3"": 2, ""4"": 4, ""5"": 1, ""6"": 1}"
